Range,Range Name,Chapter,Chapter Name,Section,Section Name,Subject,Subject Name,Level,Status,GitHub URL
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-500,Machine Cooling Interfaces,072-500-500,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-500_Machine-Cooling-Interfaces/072-500-500_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-500,Machine Cooling Interfaces,072-500-600,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-500_Machine-Cooling-Interfaces/072-500-600_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-500,Machine Cooling Interfaces,072-500-700,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-500_Machine-Cooling-Interfaces/072-500-700_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-500,Machine Cooling Interfaces,072-500-800,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-500_Machine-Cooling-Interfaces/072-500-800_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-500,Machine Cooling Interfaces,072-500-900,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-500_Machine-Cooling-Interfaces/072-500-900_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,072-600-000,General Information,SUBJECT,SCAFFOLD,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces/072-600-000_General-Information
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,072-600-100,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces/072-600-100_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,072-600-200,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces/072-600-200_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,072-600-300,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces/072-600-300_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,072-600-400,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces/072-600-400_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,072-600-500,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces/072-600-500_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,072-600-600,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces/072-600-600_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,072-600-700,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces/072-600-700_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,072-600-800,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces/072-600-800_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-600,Machine Control Interfaces,072-600-900,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-600_Machine-Control-Interfaces/072-600-900_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,072-700-000,General Information,SUBJECT,SCAFFOLD,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets/072-700-000_General-Information
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,072-700-100,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets/072-700-100_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,072-700-200,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets/072-700-200_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,072-700-300,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets/072-700-300_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,072-700-400,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets/072-700-400_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,072-700-500,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets/072-700-500_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,072-700-600,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets/072-700-600_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,072-700-700,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets/072-700-700_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,072-700-800,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets/072-700-800_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-700,Generators for Hybrid Sets,072-700-900,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-700_Generators-for-Hybrid-Sets/072-700-900_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,072-800-000,General Information,SUBJECT,SCAFFOLD,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts/072-800-000_General-Information
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,072-800-100,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts/072-800-100_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,072-800-200,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts/072-800-200_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,072-800-300,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts/072-800-300_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,072-800-400,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts/072-800-400_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,072-800-500,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts/072-800-500_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,072-800-600,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts/072-800-600_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,072-800-700,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts/072-800-700_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,072-800-800,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts/072-800-800_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-800,Advanced Machine Concepts,072-800-900,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-800_Advanced-Machine-Concepts/072-800-900_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,072-900-000,General Information,SUBJECT,SCAFFOLD,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence/072-900-000_General-Information
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,072-900-100,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence/072-900-100_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,072-900-200,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence/072-900-200_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,072-900-300,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence/072-900-300_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,072-900-400,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence/072-900-400_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,072-900-500,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence/072-900-500_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,072-900-600,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence/072-900-600_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,072-900-700,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence/072-900-700_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,072-900-800,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence/072-900-800_Reserved
070-079,Electric and Hybrid Electric Propulsion,072,Electric Machines for Propulsion,072-900,Machine Evidence,072-900-900,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/072_Electric-Machines-for-Propulsion/072-900_Machine-Evidence/072-900-900_Reserved
070-079,Electric and Hybrid Electric Propulsion,073,Power Electronics and Conversion,073-000,General Information,,,SECTION,REALIZED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/073_Power-Electronics-and-Conversion/073-000_General-Information
070-079,Electric and Hybrid Electric Propulsion,073,Power Electronics and Conversion,073-000,General Information,073-000-000,General Information,SUBJECT,SCAFFOLD,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/073_Power-Electronics-and-Conversion/073-000_General-Information/073-000-000_General-Information
070-079,Electric and Hybrid Electric Propulsion,073,Power Electronics and Conversion,073-000,General Information,073-000-100,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/073_Power-Electronics-and-Conversion/073-000_General-Information/073-000-100_Reserved
070-079,Electric and Hybrid Electric Propulsion,073,Power Electronics and Conversion,073-000,General Information,073-000-200,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/073_Power-Electronics-and-Conversion/073-000_General-Information/073-000-200_Reserved
070-079,Electric and Hybrid Electric Propulsion,073,Power Electronics and Conversion,073-000,General Information,073-000-300,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/073_Power-Electronics-and-Conversion/073-000_General-Information/073-000-300_Reserved
070-079,Electric and Hybrid Electric Propulsion,073,Power Electronics and Conversion,073-000,General Information,073-000-400,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/073_Power-Electronics-and-Conversion/073-000_General-Information/073-000-400_Reserved
070-079,Electric and Hybrid Electric Propulsion,073,Power Electronics and Conversion,073-000,General Information,073-000-500,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/073_Power-Electronics-and-Conversion/073-000_General-Information/073-000-500_Reserved
070-079,Electric and Hybrid Electric Propulsion,073,Power Electronics and Conversion,073-000,General Information,073-000-600,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/073_Power-Electronics-and-Conversion/073-000_General-Information/073-000-600_Reserved
070-079,Electric and Hybrid Electric Propulsion,073,Power Electronics and Conversion,073-000,General Information,073-000-700,Reserved,SUBJECT,RESERVED,https://github.com/AmedeoPelliccia/Q-plus-A/tree/main/01_OPTIONS_ARCHITECTURE/01-03_TECHNOLOGIES/01-03-01_Q%2BATLANTIDE/000-099_S-ATLAS/070-079_Electric-and-Hybrid-Electric-Propulsion/073_Power-Electronics-and-Conversion/073-000_General-Information/073-000-700_Reserved
